number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
42,Golbat,https://static.wikia.nocookie.net/pokemongo/images/2/2c/Golbat.png,Poison,Flying,Kanto,Bat,1.6,55,Zubat family,161,150,181,"23-1,976",17-154,20%,7%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This Pokémon flits around in the night skies, seeking fresh blood.","['Bite', 'Wing Attack', 'Air Cutter', 'Poison Fang', 'Shadow Ball', 'Ominous Wind']"
43,Oddish,https://static.wikia.nocookie.net/pokemongo/images/d/d9/Oddish.png,Grass,Poison,Kanto,Weed,0.5,5.4,Oddish family,131,112,128,"13-1,228",12-113,60%,15%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,No  ,Formerly ,Yes,Yes,"During the daytime, Oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become.","['Acid', 'Razor Leaf', 'Moonblast', 'Seed Bomb', 'Sludge Bomb']"
44,Gloom,https://static.wikia.nocookie.net/pokemongo/images/5/59/Gloom.png,Grass,Poison,Kanto,Weed,0.8,8.6,Oddish family,153,136,155,"19-1,681",14-134,30%,7%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this Pokémon is feeling calm and secure, it does not release its usual stinky aroma.","['Acid', 'Razor Leaf', 'Moonblast', 'Petal Blizzard', 'Sludge Bomb']"
45,Vileplume,https://static.wikia.nocookie.net/pokemongo/images/3/32/Vileplume.png,Grass,Poison,Kanto,Flower,1.2,18.6,Oddish family,202,167,181,"31-2,559",17-154,15%,5%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Vileplume's toxic pollen triggers atrocious allergy attacks. That's why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be.","['Acid', 'Razor Leaf', 'Moonblast', 'Petal Blizzard', 'Sludge Bomb', 'Solar Beam']"
46,Paras,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Paras.png,Bug,Grass,Kanto,Mushroom,0.3,5.4,Paras family,121,99,111,"11-1,018",Oct-99,40%,15%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"['Bug Bite', 'Scratch', 'Cross Poison', 'Seed Bomb', 'X-Scissor']"
47,Parasect,https://static.wikia.nocookie.net/pokemongo/images/6/62/Parasect.png,Bug,Grass,Kanto,Mushroom,1,29.5,Paras family,165,146,155,"21-1,859",14-134,20%,7%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.","['Fury Cutter', 'Struggle Bug', 'Bug Bite', 'Cross Poison', 'Solar Beam', 'X-Scissor']"
48,Venonat,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Venonat.png,Bug,Poison,Kanto,Insect,1,30,Venonat family,100,100,155,"11-1,004",14-134,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","['Bug Bite', 'Confusion', 'Poison Fang', 'Psybeam', 'Signal Beam']"
49,Venomoth,https://static.wikia.nocookie.net/pokemongo/images/c/c2/Venomoth.png,Bug,Poison,Kanto,Poison,1.5,12.5,Venonat family,179,143,172,"24-2,082",16-147,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (2nd tier level),No,Yes,Yes,"Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.","['Confusion', 'Infestation', 'Bug Bite', 'Bug Buzz', 'Poison Fang', 'Psychic', 'Silver Wind']"
50,Diglett,https://static.wikia.nocookie.net/pokemongo/images/7/7a/Diglett.png,Ground,,Kanto,Mole,0.2,0.8,Diglett family,109,78,67,10-676,Oct-64,50%,10%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Diglett are raised in most farms. The reason is simple—wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","['Mud-Slap', 'Scratch', 'Mud Shot', 'Dig', 'Mud Bomb', 'Rock Tomb', 'Metal Claw', 'Mud-Slap', 'Dig', 'Mud Bomb', 'Rock Tomb']"
51,Dugtrio,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Dugtrio.png,Ground,,Kanto,Mole,0.7,33.3,Diglett family,167,134,111,"17-1,557",Oct-99,20%,6%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes ,No,Formerly  (th tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","['Mud-Slap', 'Sucker Punch', 'Mud Shot', 'Earthquake', 'Mud Bomb', 'Stone Edge', 'Metal Claw', 'Mud-Slap', 'Earthquake', 'Iron Head', 'Mud Bomb']"
52,Meowth,https://static.wikia.nocookie.net/pokemongo/images/9/99/Meowth.png,Normal,,Kanto,Scratch,0.4,4.2,Meowth family,92,78,120,10-748,11-106,50%,15%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.","['Bite', 'Scratch', 'Dark Pulse', 'Foul Play', 'Night Slash', 'Body Slam', 'Bite', 'Scratch', 'Dark Pulse', 'Foul Play', 'Night Slash', 'Metal Claw', 'Scratch', 'Dig', 'Gyro Ball', 'Night Slash']"
53,Persian,https://static.wikia.nocookie.net/pokemongo/images/b/b3/Persian.png,Normal,,Kanto,Classy,1,32,Meowth family,150,136,163,"19-1,689",15-140,20%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity. It becomes docile if grabbed by the whiskers.","['Feint Attack', 'Scratch', 'Foul Play', 'Payback', 'Play Rough', 'Power Gem', 'Night Slash', 'Feint Attack', 'Scratch', 'Dark Pulse', 'Foul Play', 'Payback', 'Play Rough']"
54,Psyduck,https://static.wikia.nocookie.net/pokemongo/images/3/32/Psyduck.png,Water,,Kanto,Duck,0.8,19.6,Psyduck family,122,95,137,"12-1,106",12-120,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars.","['Water Gun', 'Zen Headbutt', 'Aqua Tail', 'Cross Chop', 'Psybeam']"
55,Golduck,https://static.wikia.nocookie.net/pokemongo/images/c/cf/Golduck.png,Water,,Kanto,Duck,1.7,76.6,Psyduck family,191,162,190,"29-2,450",17-162,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (2nd tier level),Formerly ,Yes,Yes,The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer.,"['Confusion', 'Water Gun', 'Bubble Beam', 'Cross Chop', 'Hydro Pump', 'Ice Beam', 'Psychic', 'Synchronoise']"
56,Mankey,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Mankey.png,Fighting,,Kanto,Pig,0.5,28,Mankey family,148,82,120,"12-1,164",11-106,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.","['Karate Chop', 'Scratch', 'Brick Break', 'Cross Chop', 'Low Sweep']"
57,Primeape,https://static.wikia.nocookie.net/pokemongo/images/e/e0/Primeape.png,Fighting,,Kanto,Pig,1,32,Mankey family,207,138,163,"27-2,288",15-140,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,"When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.","['Counter', 'Low Kick', 'Karate Chop', 'Close Combat', 'Ice Punch', 'Low Sweep', 'Night Slash', 'Cross Chop']"
58,Growlithe,https://static.wikia.nocookie.net/pokemongo/images/b/bb/Growlithe.png,Fire,,Kanto,Puppy,0.7,19,Growlithe family,136,93,146,"14-1,243",13-127,30%,10%,75%,25%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.","['Bite', 'Ember', 'Body Slam', 'Flame Wheel', 'Flamethrower']"
59,Arcanine,https://static.wikia.nocookie.net/pokemongo/images/5/50/Arcanine.png,Fire,,Kanto,Legendary,1.9,155,Growlithe family,227,166,207,"37-3,029",19-175,10%,6%,75%,25%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon's body is its source of power.","['Fire Fang', 'Snarl', 'Thunder Fang', 'Bite', 'Crunch', 'Fire Blast', 'Flamethrower', 'Wild Charge', 'Bulldoze']"
60,Poliwag,https://static.wikia.nocookie.net/pokemongo/images/9/90/Poliwag.png,Water,,Kanto,Tadpole,0.6,12.4,Poliwag family,101,82,120,10-829,11-106,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Yes ,Yes,Yes,"Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","['Bubble', 'Mud Shot', 'Body Slam', 'Bubble Beam', 'Mud Bomb']"
61,Poliwhirl,https://static.wikia.nocookie.net/pokemongo/images/2/24/Poliwhirl.png,Water,,Kanto,Tadpole,1,20,Poliwag family,130,123,163,"16-1,419",15-140,25%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,No  ,Formerly ,Yes,Yes,"The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.","['Bubble', 'Mud Shot', 'Bubble Beam', 'Mud Bomb', 'Water Pulse', 'Scald']"
62,Poliwrath,https://static.wikia.nocookie.net/pokemongo/images/8/85/Poliwrath.png,Water,Fighting,Kanto,Tadpole,1.3,54,Poliwag family,182,184,207,"31-2,586",19-175,12.50%,5%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Fire', 'Ice', 'Rock', 'Steel', 'Water']}","{'160%': ['Electric', 'Fairy', 'Flying', 'Grass', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.","['Bubble', 'Mud Shot', 'Rock Smash', 'Dynamic Punch', 'Hydro Pump', 'Ice Punch', 'Power-Up Punch', 'Scald', 'Submission']"
63,Abra,https://static.wikia.nocookie.net/pokemongo/images/f/f6/Abra.png,Psychic,,Kanto,Psi,0.9,19.5,Abra family,195,82,93,"15-1,342",Oct-85,50%,99%,75%,25%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Abra sleeps for 18 hours a day. However, it can sense the presence of foes even while it is sleeping. In such a situation, this Pokémon immediately teleports to safety.","['Charge Beam', 'Zen Headbutt', 'Psyshock', 'Shadow Ball', 'Signal Beam']"
64,Kadabra,https://static.wikia.nocookie.net/pokemongo/images/b/b0/Kadabra.png,Psychic,,Kanto,Psi,1.3,56.5,Abra family,232,117,120,"24-2,059",11-106,25%,7%,75%,25%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,Kadabra emits a peculiar alpha wave if it develops a headache. Only those people with a particularly strong psyche can hope to become a Trainer of this Pokémon.,"['Confusion', 'Psycho Cut', 'Dazzling Gleam', 'Psybeam', 'Shadow Ball']"
65,Alakazam,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Alakazam.png,Psychic,,Kanto,Psi,1.5,48,Abra family,271,167,146,"37-3,057",13-127,10%,5%,75%,25%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Alakazam's brain continually grows, making its head far too heavy to support with its neck. This Pokémon holds its head up using its psychokinetic power instead.","['Confusion', 'Psycho Cut', 'Counter', 'Fire Punch', 'Focus Blast', 'Future Sight', 'Shadow Ball', 'Dazzling Gleam', 'Psychic']"
66,Machop,https://static.wikia.nocookie.net/pokemongo/images/2/2b/Machop.png,Fighting,,Kanto,Superpower,0.8,19.5,Machop family,137,82,172,"14-1,278",16-147,50%,10%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,Machop's muscles are special—they never get sore no matter how much they are used in exercise. This Pokémon has sufficient power to hurl a hundred adult humans.,"['Karate Chop', 'Rock Smash', 'Low Kick', 'Brick Break', 'Cross Chop', 'Low Sweep']"
67,Machoke,https://static.wikia.nocookie.net/pokemongo/images/c/ca/Machoke.png,Fighting,,Kanto,Superpower,1.5,70.5,Machop family,177,125,190,"24-2,031",17-162,25%,7%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Machoke's thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger.","['Karate Chop', 'Low Kick', 'Brick Break', 'Dynamic Punch', 'Submission', 'Cross Chop']"
68,Machamp,https://static.wikia.nocookie.net/pokemongo/images/b/bf/Machamp.png,Fighting,,Kanto,Superpower,1.6,130,Machop family,234,159,207,"37-3,056",19-175,10%,5%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Machamp has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This Pokémon tends to leap into action before it thinks.","['Bullet Punch', 'Counter', 'Karate Chop', 'Close Combat', 'Cross Chop', 'Dynamic Punch', 'Heavy Slam', 'Rock Slide', 'Payback', 'Stone Edge', 'Submission']"
69,Bellsprout,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Bellsprout.png,Grass,Poison,Kanto,Flower,0.7,4,Bellsprout family,139,61,137,"11-1,033",12-120,50%,15%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.","['Acid', 'Vine Whip', 'Power Whip', 'Sludge Bomb', 'Wrap']"
70,Weepinbell,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Weepinbell.png,Grass,Poison,Kanto,Flycatcher,1,6.4,Bellsprout family,172,92,163,"18-1,611",15-140,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,No  ,Formerly ,Yes,Yes,"Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.","['Acid', 'Bullet Seed', 'Razor Leaf', 'Power Whip', 'Seed Bomb', 'Sludge Bomb']"
71,Victreebel,https://static.wikia.nocookie.net/pokemongo/images/5/55/Victreebel.png,Grass,Poison,Kanto,Flycatcher,1.7,15.5,Bellsprout family,207,135,190,"29-2,431",17-162,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,Formerly  (4th tier level),No,Yes,Yes,"Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.","['Acid', 'Razor Leaf', 'Acid Spray', 'Leaf Blade', 'Leaf Tornado', 'Sludge Bomb', 'Solar Beam']"
72,Tentacool,https://static.wikia.nocookie.net/pokemongo/images/4/43/Tentacool.png,Water,Poison,Kanto,Jellyfish,0.9,45.5,Tentacool family,97,149,120,"11-1,040",11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Fire', 'Ice', 'Poison', 'Steel', 'Water']}","{'160%': ['Electric', 'Ground', 'Psychic']}",Yes ,No,No  ,Formerly ,Yes,No,"Tentacool's body is largely composed of water. If it is removed from the sea, it dries up like parchment. If this Pokémon happens to become dehydrated, put it back into the sea.","['Bubble', 'Poison Sting', 'Bubble Beam', 'Water Pulse', 'Wrap']"
73,Tentacruel,https://static.wikia.nocookie.net/pokemongo/images/7/78/Tentacruel.png,Water,Poison,Kanto,Jellyfish,1.6,55,Tentacool family,166,209,190,"29-2,422",17-162,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Fire', 'Ice', 'Poison', 'Steel', 'Water']}","{'160%': ['Electric', 'Ground', 'Psychic']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,Tentacruel has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This Pokémon's outburst creates rough waves around it.,"['Acid', 'Poison Jab', 'Acid Spray', 'Blizzard', 'Hydro Pump', 'Sludge Wave']"
74,Geodude,https://static.wikia.nocookie.net/pokemongo/images/1/12/Geodude.png,Rock,Ground,Kanto,Rock,0.4,20,Geodude family,132,132,120,"14-1,293",11-106,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon's heart will remain hard, craggy, and rough always.","['Rock Throw', 'Tackle', 'Dig', 'Rock Slide', 'Rock Tomb', 'Rock Throw', 'Volt Switch', 'Rock Slide', 'Rock Tomb', 'Thunderbolt']"
